,Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
1514,1992,Greg Lester,Georgia Tech,WR,68.9,171,8.63,29.5,,,,,,,,
1515,1992,Ted Long,Oklahoma,WR,69.4,189,9.13,30.75,,4.69,,33.5,118,3.95,,11.05
1516,1992,Arthur Marshall,Georgia,WR,69.6,179,9.25,29.88,,4.67,,38,125,4,,11.18
1517,1992,Orlando Mckay,Washington,WR,70.3,175,9.13,31.38,,4.54,,33,112,4.27,,11.45
1518,1992,Marcus Mickel,Virginia Tech,WR,69.3,184,9.13,31,,4.61,,33,111,4.2,,11.98
1519,1992,Lee Miles,Baylor,WR,66.4,156,8.5,29.38,,4.47,,31.5,117,4.03,,11.07
1520,1992,Clarence Miller,Illinois State,WR,72.8,200,8.25,31.63,,4.79,,30.5,117,4.19,,11.65
1521,1992,Eddie Miller,South Carolina,WR,71.3,185,8.88,31.13,,4.65,,34,117,4.1,,12.04
1522,1992,Rod Moore,Utah State,WR,72.1,195,9.13,30.5,,4.64,,31,112,4.38,,11.48
1523,1992,Carl Pickens,Tennessee,WR,74.3,206,8.25,31.5,,,,,,,,
1524,1992,Barry Rose,Wisconsin-Steven's Point,WR,70.4,183,9.5,30.13,,4.65,,28.5,112,4.18,,11.47
1525,1992,Patrick Rowe,San Diego State,WR,72.9,191,8.13,32.75,,4.47,,36.5,119,4.1,,11.45
1526,1992,Craig Sanderson,Alabama,WR,70.4,174,8.88,30.5,,,,,,,,
1527,1992,Mark Seay,Long Beach State (CA),WR,71.3,181,8.38,31.63,,4.57,,35,119,4.18,,11.49
1528,1992,Nate Singleton,Grambling State (LA),WR,71.4,189,8.75,31.25,,4.72,,31.5,114,4.29,,11.71
1529,1992,Torrance Small,Alcorn State (MS),WR,75,201,9.25,32,,4.61,,30.5,112,4.35,,11.48
1530,1992,Jimmy Smith,Jackson State (MS),WR,72.8,200,10.13,32.63,,4.58,,35,120,4.14,,11.29
1531,1992,Michael Smith,Kansas State,WR,68.8,156,8.75,30.63,,4.86,,30,109,4.26,,11.8
1532,1992,Rico Smith,Colorado,WR,71.5,186,8.88,32.25,,4.35,,35,129,4.22,,11.54
1533,1992,Terry Smith,Penn State,WR,68.1,160,8.88,29.5,,4.75,,34,113,4,,11.2
1534,1992,Tony Smith,Notre Dame,WR,73.9,189,9.5,31.75,,,,,,,,
1535,1992,Charles Swann,Indiana State,WR,72.5,189,9.13,32.75,,4.55,,36,129,4.29,,11.15
1536,1992,Jeff Sydner,Hawaii,WR,66.4,171,9,29.5,,4.68,,33,115,3.85,,11.07
1537,1992,Cedric Tillman,Alcorn State (MS),WR,73.8,207,10.75,32.63,,4.81,,31.5,114,4.4,,12
1538,1992,Brian Treggs,California,WR,68.9,161,7.13,28.88,,4.56,,32,107,4.07,,11
1539,1992,Elbert Turner,Illinois,WR,71.4,165,8.63,31.88,,4.55,,36,123,3.98,,11.26
1540,1992,Chris Walsh,Stanford,WR,72.3,187,8.25,29.63,,,,,,,,
1541,1992,Ronnie West,Pittsburgh State (KS),WR,73.8,215,9.88,30.5,,4.74,,34.5,118,4.27,,11.93
1542,1992,Tyrone Williams,Canada,WR,76.9,212,9.88,34.5,,4.75,,34.5,114,4.4,,12.12
1543,1991,Dennis Arey,San Diego State,WR,71.3,181,9.5,30,,4.64,,30,110,4.16,,11.54
1544,1991,Dave Baird,Lafayette (PA),WR,72.3,191,9.88,30.5,,4.77,,33,113,4.33,,11.65
1545,1991,Terence Barber,Florida,WR,68.5,182,9.38,27.75,,4.78,,30,100,4.11,,11.58
1546,1991,Tim Barnett,Jackson State (MS),WR,73.3,201,10,31.5,,4.59,,34.5,115,4.27,,11.87
1547,1991,Reggie Barrett,Texas-El Paso,WR,74.6,215,10.63,32.5,,4.59,,37,123,4.16,,11.65
1548,1991,Jerry Bouldin,Mississippi State,WR,71.4,191,9.88,30.5,,4.54,,34,118,4.01,,11.63
1549,1991,Allan Boyko,Western Michigan,WR,71.4,178,9.63,31,,4.56,,33.5,115,4.08,,11.59
1550,1991,James Bradley,Michigan State,WR,71.5,193,9.75,32.5,,4.56,,37,127,3.97,,11.14
1551,1991,Richard Buchanan,Northwestern,WR,70.3,175,8.5,30.5,,,,36,116,4.18,,11.49
1552,1991,Rob Carpenter,Syracuse,WR,73.8,183,8.75,32.5,,4.62,,34.5,119,4.03,,11.49
1553,1991,Wesley Carroll,Miami (FL),WR,72.1,176,9.5,30,,4.61,,33,121,4.06,,11.31
1554,1991,Nigel Codrington,Rice (TX),WR,73.5,189,9,32,,4.52,,36.5,133,4.22,,11.16
1555,1991,Linzy Collins,Missouri,WR,72.6,185,9.63,31.5,,4.7,,30.5,108,4.3,,11.52
1556,1991,Gary Compton,East Texas Baptist,WR,73.6,193,10,30,,4.74,,30,113,4.18,,11.52
1557,1991,David Daniels,Penn State,WR,72.9,192,8.25,31.5,,4.56,,33,115,4.22,,11.45
1558,1991,Harlan Davis,Tennessee,WR,71.3,193,9.5,31.5,,4.55,,31,110,4.18,,11.83
1559,1991,Lawrence Dawsey,Florida State,WR,72.4,192,9.38,31,,4.68,,33.5,114,4.31,,11.72
1560,1991,Sean Foster,Long Beach State (CA),WR,71.6,187,9.5,30,,4.75,,30.5,108,4.4,,12.07
1561,1991,Jeff Graham,Ohio State,WR,73.1,198,10,32,,4.62,,35,118,4.29,,11.62
1562,1991,Millard Hamilton,Clemson,WR,68.8,175,8.88,29.5,,4.59,,36.5,117,4.34,,11.59
1563,1991,Tony Hargain,Oregon,WR,72,196,9.88,31,,,,,,,,
1564,1991,Alvin Harper,Tennessee,WR,75,206,9.75,33,,,,,,,,
1565,1991,Manny Hazard,Houston,WR,68.3,176,8.88,30.5,,4.73,,31,109,4.17,,11.42
1566,1991,Randal Hill,Miami (FL),WR,70.5,177,9.75,30.5,,4.39,,36,117,4.05,,10.98
1567,1991,Rick Isaiah,Toledo,WR,71.3,175,8.63,30.5,,4.66,,28.5,110,4.29,,11.7
1568,1991,Shawn Jefferson,Central Florida,WR,71.3,169,9.63,30,,4.53,,30,111,4.19,,11.72
1569,1991,Barry Johnson,Maryland,WR,74.8,200,9.75,31,,4.73,,33,112,,,
1570,1991,Brad Lamb,Anderson (IN),WR,69.9,171,8.75,29,,4.71,,33.5,115,4.41,,12
1571,1991,Phil Logan,Kentucky,WR,73.8,189,9.63,31.5,,4.93,,32,115,4.32,,11.94
1572,1991,Curtis Mayfield,Oklahoma State,WR,71.8,174,9.63,32.5,,4.55,,41,122,4.23,,11.84
1573,1991,Damon Mays,Missouri,WR,68.8,166,9.63,30.5,,4.49,,34.5,117,4.25,,11.38
1574,1991,Ed Mccaffrey,Stanford,WR,77,210,10.25,34.5,,4.69,,37,121,4.15,,11.24
1575,1991,Keenan Mccardell,Nevada Las Vegas,WR,71.9,175,10.25,32,,4.56,,36.5,122,4.18,,11.46
1576,1991,Curtis Mcmanus,Purdue,WR,67.8,169,9.25,29.75,,4.54,,35.5,115,4.23,,11.44
1577,1991,Scott Miller,UCLA,WR,70,179,9.13,30.5,,4.62,,31.5,113,4.33,,11.71
1578,1991,Ernie Mills,Florida,WR,70.6,176,9.63,31.5,,4.46,,38.5,125,3.96,,10.83
1579,1991,Herman Moore,Virginia,WR,75.5,205,9.75,34.5,,,,,,,,
1580,1991,Reggie Moore,UCLA,WR,69,176,9.63,31.25,,4.72,,36.5,113,4.41,,11.7
1581,1991,Vincent Moore,Tennessee,WR,70,200,9.63,29.5,,,,,,,,
1582,1991,Anthony Morgan,Tennessee,WR,72.4,195,9.13,32.5,,4.55,,31.5,116,4.29,,11.55
1583,1991,Bobby Olive,Ohio State,WR,71.4,158,8.88,30.5,,4.66,,34.5,115,3.95,,11.11
1584,1991,Anthony Owens,Tennessee State,WR,72.4,189,10.5,31.5,,,,,,,,
1585,1991,Ernest Priester,Edinboro (PA),WR,68.4,188,8.75,30.5,,4.61,,32.5,111,4.33,,11.73
1586,1991,Mike Pritchard,Colorado,WR,70.4,185,9.13,30.5,,4.48,,35.5,120,4.15,,11.73
1587,1991,Jimmy Raye,San Diego State,WR,68,153,8.63,28.5,,4.81,,31.5,111,4.15,,11.21
1588,1991,Jake Reed,Grambling State (LA),WR,74.9,215,10,33,,4.62,,35.5,122,4.38,,11.46
1589,1991,Derek Russell,Arkansas,WR,72.3,179,9.25,31,,4.59,,,,,,
1590,1991,Bobby Slaughter,Louisiana Tech,WR,71,170,9.75,30.5,,4.67,,33.5,113,4.32,,11.77
1591,1991,Greg Taylor,Auburn,WR,67.6,163,9.25,28.5,,4.66,,32.5,113,4.29,,11.35
1592,1991,Yancey Thigpen,Winston-Salem State (NC),WR,72.4,207,10.38,32,,4.6,,38.5,122,4.37,,11.8
1593,1991,Doug Thomas,Clemson,WR,69.6,177,9.38,28,,4.45,,31,114,4.21,,11.47
1594,1991,Mike Trevathan,Montana,WR,71.9,194,8.88,30.5,,4.79,,30,114,4.35,,11.67
1595,1991,Rob Turner,Indiana,WR,69.8,194,10,30.5,,4.81,,32.5,111,4.28,,11.76
1596,1991,Travis Vallin,Nebraska-Kearney,WR,73,187,9.13,31.5,,4.64,,35.5,121,4.09,,10.89
1597,1991,Johnny Walker,Texas,WR,71.6,188,9.88,31.5,,4.73,,33,118,4.21,,11.42
1598,1991,Slip Watkins,Louisiana State,WR,68.6,176,9,29.5,,4.44,,34,118,4.37,,11.28
1599,1991,Shawn Wax,Illinois,WR,75.9,183,9.63,32.5,,,,,,,,
1600,1991,Gary Wellman,Southern California,WR,68.4,173,9,28,,4.56,,31,110,4.34,,11.54
1601,1991,Eric Wright,Stephen F. Austin (TX),WR,71.8,197,9.5,31,,4.71,,28,105,4.39,,12.1
1602,1990,Terry Anthony,Florida State,WR,72,199,9.5,30.75,,4.85,,29.5,114,4.19,,11.45
1603,1990,Fred Barnett,Arizona State,WR,72.5,203,9.88,29.63,,4.44,,40.5,129,4.36,,11.83
1604,1990,Richard Bell,Nebraska,WR,72,196,9.38,31.25,,4.66,,30.5,112,4.27,,11.68
1605,1990,Mike Bellamy,Illinois,WR,72.6,196,9.38,28.5,,4.52,,31.5,116,4.23,,11.83
1606,1990,Randy Bohler,Eastern Kentucky,WR,70,190,9,30,,4.7,,35,115,4.23,,
1607,1990,Robert Brady,Villanova,WR,71.9,193,8.63,28.38,,,,,,,,
1608,1990,Chris Calloway,Michigan,WR,69.9,181,9.5,29.88,,4.69,,32.5,114,,,
1609,1990,Marcus Cherry,Boston College,WR,69.6,183,8.25,30,,4.72,,28.5,108,4.35,,11.84
1610,1990,Gary Cooper,Clemson,WR,74,195,10,32.25,,4.59,,37.5,127,4.07,,11.13
1611,1990,Dale Dawkins,Miami (FL),WR,72.8,189,9.25,31.25,,4.65,,35,126,4.15,,11.26
1612,1990,Steve Elmlinger,Indiana State,WR,71.5,192,9.75,29.5,,4.69,,31.5,110,4.13,,11.56
1613,1990,Kevin Evans,San Jose State,WR,74.9,182,9.75,31.5,,,,,,,,
1614,1990,Ronnie Fair,Arizona State,WR,70.3,188,9.5,29.63,,4.75,,34,120,4.16,,11.29
1615,1990,Mike Farr,UCLA,WR,70.4,181,9.63,30.38,,4.62,,34.5,117,4.07,,11.12
1616,1990,J.J. Flannigan,Colorado,WR,70.6,195,9.25,30.75,,4.58,11,,115,,,
1617,1990,Chris Gaiters,Minnesota,WR,71.4,187,9.75,31,,4.61,,35,120,4.18,,11.3
1618,1990,Anthony Green,Western Kentucky,WR,71.1,186,10.38,30.25,,4.79,,32,114,4.68,,12.29
1619,1990,Dean Green,Maryland,WR,74,203,8.13,31.75,,4.68,,33.5,121,4.44,,11.79
1620,1990,Willie Green,Mississippi,WR,74.3,179,8.5,31,,4.6,,31.5,119,4.12,,11.63
1621,1990,Ronald Heard,Bowling Green (OH),WR,70,177,8,30.38,,4.52,,34.5,114,4.13,,11.28
1622,1990,Clarkston Hines,Duke,WR,71,163,9.13,29.13,,4.53,,32.5,111,,,
1623,1990,Tim Horton,Arkansas,WR,68.5,167,8.5,26.88,,4.59,,33,117,4.04,,11.43
1624,1990,Darvell Huffman,Boston College,WR,67.5,156,9.75,28,,4.5,,37.5,125,4.06,,11.24
1625,1990,John Jackson,Southern California,WR,70.6,169,10,30.13,,4.62,,31.5,112,4.24,,11.5
1626,1990,Lynn James,Arizona State,WR,72.9,191,8.63,31.13,,4.48,,32.5,121,4.44,,11.62
1627,1990,Fred Jones,Grambling State (LA),WR,68.5,175,9.38,28.75,,4.51,,38,124,4.05,,11.24
1628,1990,Tony Jones,Texas,WR,66,142,8,28.5,,,,,,,,
1629,1990,Bruce Lang,Fairmont (WV),WR,72.3,180,7.88,31,,4.62,,29.5,114,4.65,,12.06
1630,1990,Bruce Lasane,Florida State,WR,75.1,207,9.88,31.75,,4.92,,30.5,115,4.45,,
1631,1990,Kip Lewis,Arizona,WR,69.5,164,9.25,29.5,,4.57,,32.5,117,,,
1632,1990,Ronald Lewis,Florida State,WR,71.3,172,8.63,30.38,,4.61,,35.5,127,4.52,,
1633,1990,Terance Mathis,New Mexico,WR,69.3,167,8.25,30.38,,4.65,,30.5,109,4.29,,11.45
1634,1990,Greg Mcmurtry,Michigan,WR,73.6,204,9.5,32,,4.57,,29.5,118,4.2,,11.91
1635,1990,Tony Moss,Louisiana State,WR,67,169,8.88,28.13,,4.6,,,,4.24,,
1636,1990,Terry Obee,Oregon,WR,70,182,8.25,29,,4.58,,31.5,115,4.16,,11.27
1637,1990,Dwight Pickens,Frenso State (CA),WR,70,170,8,29.88,,4.56,,34,121,4.41,,11.77
1638,1990,Ricky Proehl,Wake Forest,WR,70.8,181,9.5,29.5,,4.58,,34,117,4.01,,11.31
1639,1990,Reggie Rembert,West Virginia,WR,75.5,195,8.5,32.5,,4.66,,30,118,,,
1640,1990,Andre Riley,Washington,WR,68.8,174,8.75,28.63,,4.71,,32,112,,,
1641,1990,Chris Roscoe,Hawaii,WR,72.9,207,9.38,31.63,,4.69,,33,118,,,
1642,1990,Tyrone Shavers,Lamar (TX),WR,74.1,205,9.75,31.25,,4.49,,34.5,124,4.2,,11.2
1643,1990,Stacey Simmons,Florida,WR,69,183,8.38,30.75,,4.38,,28.5,116,,,
1644,1990,Melvin Smith,Arizona,WR,71.5,189,8.63,30,,4.53,,31,115,4.2,,11.7
1645,1990,Quintin Smith,Kansas,WR,69.8,172,9,29.63,,4.71,,27.5,111,4.31,,11.49
1646,1990,Tim Stallworth,Washington State,WR,69.5,177,9,30.63,,4.57,,34,114,,,
1647,1990,Reggie Thornton,Bowling Green (OH),WR,70.4,166,9.25,29.75,,4.64,,31,120,4.09,,11.62
1648,1990,Henry Tuten,Pittsburgh,WR,69.9,179,9.5,30.13,,4.67,,29.5,114,,,
1649,1990,Calvin Williams,Purdue,WR,71.8,181,9.5,29.88,,4.52,,35,127,4.2,,11.8
1650,1990,Steve Williams,Illinois,WR,69,168,9.5,29.5,,4.88,,29.5,112,4.25,,11.67
1651,1990,Thomas Woods,Tennessee,WR,70,174,9.88,30.13,,4.61,,30.5,105,,,
1652,1990,Alexander Wright,Auburn,WR,71,184,8.5,30.5,,4.42,,35.5,127,,,
1653,1989,Erik Affholter,Southern California,WR,71.6,181,,,,4.61,,31.5,108,4.41,,11.68
1654,1989,Mike Barber,Marshall (WV),WR,70.5,165,,,,4.55,,35.5,120,4.03,,10.91
1655,1989,Don Beebe,Chadron State (NE),WR,70.8,176,,,,4.42,,36.5,115,4.08,,10.93
1656,1989,Willie Bouyer,Michigan State,WR,74.1,197,,,,4.64,,34,125,4.34,,11.74
1657,1989,Dana Brinson,Nebraska,WR,68.9,165,,,,4.45,,37,121,4.08,,11.41
1658,1989,Andre Brown,Miami (FL),WR,75.3,200,,,,4.68,,33.5,120,4.11,,11.39
1659,1989,Shawn Collins,Northern Arizona,WR,73.6,197,,,,4.53,,36,124,4.24,,11.29
1660,1989,Bill Davis,Cincinnati,WR,70.4,175,,,,4.76,,31,105,4.03,,11.35
1661,1989,Reggie Davis,Texas Christian,WR,73,213,,,,4.53,,29.5,116,4.49,,12.11
1662,1989,Jarrod Delaney,Texas Christian,WR,73.5,194,,,,,,,,,,
1663,1989,Titus Dixon,Troy (AL),WR,66,144,,,,4.44,,33,114,4.38,,11.54
1664,1989,Hart Lee Dykes,Oklahoma State,WR,75.9,216,,,,4.67,,33,122,4.13,,11.53
1665,1989,John Ford,Virginia,WR,73.6,204,,,,4.45,,33,117,4.24,,11.63
1666,1989,John Gibbs,Cal-State Fullerton,WR,71.3,163,,,,,,,,,,
1667,1989,Deval Glover,Syracuse,WR,71.3,185,,,,,,31.5,116,4.03,,11.57
1668,1989,Jeff Graham,Long Beach State (CA),WR,76.1,203,,,,4.99,,32.5,115,4.55,,
1669,1989,Fred Hadley,Mississippi State,WR,73,176,,,,4.56,,32.5,113,4.24,,11.59
1670,1989,Rod Harris,Texas A&M,WR,70,182,,,,4.56,,31,106,4.36,,11.85
1671,1989,Erick Harrison,Tulsa (OK),WR,70.5,173,,,,4.65,,32,116,4.23,,11.83
1672,1989,Derek Hill,Arizona,WR,73.4,186,,,,4.54,,32,118,4.32,,11.99
1673,1989,Eddie Johnson,Utah,WR,68.5,172,,,,4.67,14,33.5,119,4.36,,11.68
1674,1989,Vernon Joines,Maryland,WR,73.1,190,,,,4.51,,38.5,120,4.07,,11.39
1675,1989,John Kolesar,Michigan,WR,70.8,185,,,,,,,,,,
1676,1989,Tony Logan,Nevada Las Vegas,WR,68.6,181,,,,4.73,,28.5,108,4.25,,11.51
1677,1989,Tony Martin,Colorado Mesa,WR,72.1,174,,,,4.44,,39,129,4.22,,11.1
1678,1989,Eric Metcalf,Texas,WR,69,180,,,,4.46,,33,118,,,
1679,1989,Frank Miotke,Grand Valley State (MI),WR,71,174,,,,4.61,,32,117,3.99,,10.96
1680,1989,Boo Mitchell,Vanderbilt,WR,70.3,181,,,,4.74,,32.5,111,4.27,,11.46
1681,1989,Bill Osborn,Pittsburgh,WR,70.8,184,,,,,,,,,,
1682,1989,Danny Peebles,North Carolina State,WR,71.6,169,,,,4.43,,35.5,128,4.23,,11.63
1683,1989,Jeff Query,Millikin (IL),WR,71.3,164,,,,4.43,,37.5,123,3.91,,10.83
1684,1989,Andre Rison,Michigan State,WR,70,187,,,,4.47,,35,114,3.96,,11.37
1685,1989,Everett Ross,Ohio State,WR,70,178,,,,4.58,,36,113,4.19,,11.75
1686,1989,Brian Slater,Washington,WR,75.9,195,,,,4.56,,31.5,108,4.05,,11.92
1687,1989,Kendall Smith,Utah State,WR,69.6,179,,,,4.59,,33,110,4.39,,11.59
1688,1989,Anthony Stafford,Oklahoma,WR,67.9,183,,,,4.47,12,36,120,4.16,,11.09
1689,1989,Mark Stock,Virginia Military Inst (VA),WR,71.1,173,,,,4.55,,33,114,4.24,,11.25
1690,1989,Rob Thomas,Oregon State,WR,70.8,171,,,,4.51,,34.5,119,4.06,,10.89
1691,1989,Lawyer Tillman,Auburn,WR,76,227,,,,,,,,,,
1692,1989,Floyd Turner,Northwestern State (LA),WR,71.9,193,,,,4.65,,32,114,4.32,,11.28
1693,1989,Willie Vaughn,Kansas,WR,70.9,197,,,,4.52,,33,115,4.28,,11.48
1694,1989,Tom Waddle,Boston College,WR,71.9,173,,,,4.81,,31,115,4.19,,11.36
1695,1989,Wayne Walker,Texas Tech,WR,68.5,156,,,,,,,,,,
1696,1989,Freddie Weygand,Auburn,WR,71.9,187,,,,4.69,,32,114,4.24,,11.36
1697,1989,Eric Wilkerson,Kent State (OH),WR,68.8,181,,,,4.63,9,37.5,124,4.28,,11.93
1698,1989,Nas Worthen,North Carolina State,WR,68.1,177,,,,4.62,,30.5,116,4.3,,11.61
1699,1988,Azizuddin Abdur-Raoof,Maryland,WR,72.5,199,10,,,4.51,10,35.5,124,4.3,,11.72
1700,1988,Mike Alexander,Penn State,WR,75.3,215,8,,,4.57,11,25,104,4.57,,11.97
1701,1988,JR Ambrose,Mississippi,WR,72.1,186,9.25,,,4.58,8,,,,,
1702,1988,Flipper Anderson,UCLA,WR,71.6,169,9.5,,,4.45,4,35.5,117,4.31,,11.3
1703,1988,Sanjay Beach,Colorado State,WR,72.4,189,10.75,,,4.61,12,33,117,4.34,,11.67
1704,1988,Brian Bedford,California,WR,75.4,214,10.25,,,4.57,13,33.5,118,4.4,,11.57
1705,1988,J.J. Birden,Oregon,WR,69.4,157,8.5,,,4.45,7,38,126,4.16,,11.33
1706,1988,Brian Blades,Miami (FL),WR,71.1,182,9.25,,,4.48,13,,,,,
1707,1988,Tim Brown,Notre Dame,WR,72,193,9,,,4.39,,,,,,
1708,1988,Curtis Chappell,Howard (DC),WR,70.9,152,8.5,,,4.46,3,31,103,4.22,,11.29
1709,1988,Aaron Cox,Arizona State,WR,69.1,174,8.5,,,4.4,3,30,109,4.34,,11.49
1710,1988,Wendell Davis,Louisiana State,WR,71.5,188,8.75,,,,3,,,,,
1711,1988,Duke Donaldson,Auburn,WR,69.4,169,7.75,,,4.64,5,28.5,106,4.18,,11.52
1712,1988,Alfred Dorsey,Nicholls State (LA),WR,66.8,168,9,,,4.7,8,28.5,108,4.38,,11.8
1713,1988,Quinn Early,Iowa,WR,72.1,193,9.5,,,4.41,9,35,117,4.23,,11.65
1714,1988,Jeff Fairholm,Arizona,WR,71.4,186,8.75,,,4.64,12,30.5,108,4.23,,11.5
1715,1988,Bernard Ford,Central Florida,WR,69.5,168,8,,,4.37,6,32,115,4.05,,11.31
1716,1988,Darryl Franklin,Washington,WR,70.4,187,10.25,,,4.75,10,29,108,4.35,,11.71
1717,1988,Herb Gainer,Florida State,WR,74.3,192,8.5,,,4.75,7,28.5,112,4.5,,12.03
1718,1988,John Garrett,Syracuse,WR,70.6,172,9,,,4.78,9,28,112,4.37,,11.94
1719,1988,Keith Gloster,Temple,WR,71.5,174,8.5,,,4.79,,28,122,4.34,,11.81
1720,1988,Darryl Harris,Arizona State,WR,70.5,184,8,,,4.62,11,31.5,117,4.45,,11.99
1721,1988,Michael Haynes,Northern Arizona,WR,72.4,180,8.5,,,4.46,5,34.5,119,4.36,,11.26
1722,1988,Ken Henry,Southern California,WR,74.5,194,9.5,,,4.84,,36.5,112,4.44,,12
1723,1988,Jeff James,Stanford,WR,70.6,179,8.75,,,4.59,6,33,113,4.48,,11.55
1724,1988,Ernie Jones,Indiana,WR,71,186,9,,,,,,,,,
1725,1988,Guy Liggins,San Jose State,WR,74,198,8.5,,,4.72,17,30.5,108,4.45,,12.08
1726,1988,Rogie Magee,Louisiana State,WR,74.5,203,9.5,,,4.51,8,33,111,4.34,,11.59
1727,1988,David Miles,Brigham Young,WR,74.5,183,8.75,,,4.59,6,33.3,119,4.32,,11.74
1728,1988,Anthony Miller,Tennessee,WR,70.6,181,8.5,,,4.38,14,32,111,4.2,,11.84
1729,1988,James Milling,Maryland,WR,69.4,156,7.75,,,4.47,8,32,111,4.32,,11.7
1730,1988,Michael Oliphant,Puget Sound (WA),WR,69,173,9,,,,13,,,,,
1731,1988,Cassius Osborn,Georgia,WR,72.1,194,9.25,,,4.62,9,30.5,110,4.48,,11.88
1732,1988,Darryl Pearson,Alabama State,WR,73.9,198,9.25,,,4.78,2,28.5,103,4.44,,11.98
1733,1988,Brett Perriman,Miami (FL),WR,69.4,175,8.75,,,4.36,17,36,,,,
1734,1988,James Rich,Albany State (GA),WR,72,170,9,,,4.68,8,31,114,4.51,,12.33
1735,1988,Andy Schillinger,Miami (OH),WR,71.6,179,9,,,4.48,8,30.5,110,4.11,,11.11
1736,1988,Sterling Sharpe,South Carolina,WR,71.5,202,9.5,,,,,,,,,
1737,1988,Danny Smith,South Carolina,WR,74.4,207,8.25,,,4.7,6,30.5,115,4.45,,12.02
1738,1988,Rod Smith,Nebraska,WR,71.8,197,9,,,,9,,,,,
1739,1988,John Talley,West Virginia,WR,77,225,10,,,4.83,6,31,115,4.37,,11.81
1740,1988,George Thomas,Nevada Las Vegas,WR,69.4,169,9.5,,,4.4,7,34,120,4.4,,11.63
1741,1988,Darryl Usher,Illinois,WR,67.5,162,8.25,,,4.46,10,34.5,110,4.02,,11.24
1742,1988,Todd White,Cal-State Fullerton,WR,72.3,196,10.5,,,4.68,7,32,111,4.38,,11.48
1743,1988,Clay Whitehurst,Alabama,WR,71.8,196,8.25,,,4.67,3,29,107,4.25,,11.5
1744,1988,John Williams,Kansas State,WR,72.4,190,9,,,4.53,6,25.5,106,4.64,,12.42
1745,1988,Richard Zayas,Brigham Young,WR,71.8,176,9,,,4.66,1,30,109,4.39,,12.1
1746,1988,Marc Zeno,Tulane (LA),WR,74.9,202,9,,,4.81,7,35,114,4.32,,11.7
1747,1987,Lyneal Alston,Southern Mississippi,WR,72.1,202,10,33,,4.64,7,32,114,4.52,,11.85
1748,1987,Stephen Baker,Frenso State (CA),WR,68,157,8.25,30.25,,4.6,,31,116,4.41,,11.89
1749,1987,Roy Banks,Eastern Illinois,WR,70.1,188,9.5,32,,4.52,4,32,114,4.26,,11.31
1750,1987,Albert Bell,Alabama,WR,70.8,174,9.25,30,,4.63,4,29.5,114,4.5,,12.23
1751,1987,Mark Bellini,Brigham Young,WR,70.9,178,9,30,,,8,,,,,
1752,1987,Alvin Blount,Eastern Kentucky,WR,69.5,201,8.75,31.25,,4.58,13,35,116,4.17,,11.08
1753,1987,James Brim,Wake Forest,WR,75,183,7.75,32,,4.53,7,32,116,4.12,,11.21
1754,1987,Mark Carrier,Nicholls State (LA),WR,71.8,182,9.25,30.75,,4.46,9,30,114,4.51,,12
1755,1987,Robert Clark,North Carolina Central,WR,69.3,170,9.5,29.75,,4.58,4,28.5,114,4.58,,11.63
1756,1987,Joey Clinkscales,Tennessee,WR,73,193,9.75,31.75,,4.61,,32.5,103,4.43,,11.78
1757,1987,Karl Dorrell,UCLA,WR,71,188,9.5,31.25,,4.67,8,30.5,112,4.44,,11.77
1758,1987,Curtis Duncan,Northwestern,WR,70.3,180,9.5,31.5,,4.44,12,31,117,4.56,,11.86
1759,1987,Everett Gay,Texas,WR,74.1,204,10.5,32.5,,4.6,2,37.5,123,4.38,,11.57
1760,1987,Thomas Henley,Stanford,WR,69.3,174,8.25,29.75,,4.53,,31,108,4.22,,11.57
1761,1987,Bruce Hill,Arizona State,WR,71.8,173,,,,4.49,,30.5,116,4.03,,11.36
1762,1987,Lonzell Hill,Washington,WR,70.6,190,8.75,30.75,,4.57,,31,113,4.11,,11.32
1763,1987,Jon Horton,Arizona,WR,72.5,186,,,,4.64,2,30,116,,,
1764,1987,Mark Ingram,Michigan State,WR,70.6,188,9,30.25,,4.42,8,32,111,4.16,,11.42
1765,1987,Michael James,Washington State,WR,70.9,185,9.75,30.25,,4.5,16,35,117,4.37,,11.44
1766,1987,Haywood Jeffires,North Carolina State,WR,74.1,191,9,33,,4.41,,,,,,
1767,1987,Fred Lane,Georgia,WR,68.4,171,9.5,31,,4.48,2,25,109,4.36,,11.93
1768,1987,Gary Lee,Georgia Tech,WR,72.8,195,,,,4.53,4,31.5,117,,,
1769,1987,Charles Lockett,Long Beach State (CA),WR,70.6,175,8.75,30,,4.45,3,33,113,4.39,,12
1770,1987,Willie Marshall,Temple,WR,73.5,183,,,,4.59,3,32.5,120,,,
1771,1987,Kelvin Martin,Boston College,WR,69,160,,,,4.55,7,29,112,4.14,,11.39
1772,1987,Stacey Mobley,Jackson State (MS),WR,67.4,157,,,,4.55,7,33.5,115,4.52,,12.09
1773,1987,Ron Morris,Southern Methodist (TX),WR,72.6,187,,,,4.59,8,31.5,116,4.29,,11.05
1774,1987,Ricky Nattiel,Florida,WR,68.9,178,,,,4.41,,32,116,,,
